WL,CH1 IL,CH1 PDL,CH2 IL,CH2 PDL,CH3 IL,CH3 PDL,CH4 IL,CH4 PDL,
1277.508 ,3.98,0.30,8.79,0.92,39.95,2.69,51.87,1.92,
1277.520 ,3.99,0.30,8.78,0.93,40.01,2.38,52.60,1.09,
1277.532 ,4.00,0.31,8.77,0.94,39.91,2.34,53.24,9.08,
1277.544 ,4.01,0.32,8.77,0.94,39.81,2.56,53.27,6.69,
1277.556 ,4.02,0.32,8.78,0.96,39.71,2.75,53.56,9.37,
1277.568 ,4.03,0.33,8.78,0.97,39.72,2.83,53.47,5.43,
1277.580 ,4.04,0.33,8.78,0.98,39.77,2.88,53.98,5.29,
1277.592 ,4.05,0.34,8.78,0.99,39.78,2.83,53.48,5.46,
1277.604 ,4.06,0.34,8.77,1.00,39.92,2.67,54.43,6.15,
1277.616 ,4.07,0.35,8.77,1.01,40.01,2.58,54.56,16.01,
1277.628 ,4.08,0.35,8.77,1.02,39.93,2.66,54.57,8.77,
1277.640 ,4.09,0.36,8.77,1.04,39.74,2.86,55.00,17.22,
1277.652 ,4.11,0.36,8.76,1.04,39.52,3.22,54.26,11.73,
1277.664 ,4.11,0.37,8.75,1.05,39.22,3.71,52.81,5.93,
1277.676 ,4.12,0.37,8.75,1.06,39.06,4.02,52.77,7.81,
1277.688 ,4.14,0.38,8.75,1.06,39.01,4.24,52.28,4.16,
1277.700 ,4.14,0.38,8.74,1.07,39.02,4.27,52.09,4.45,
1277.712 ,4.15,0.38,8.72,1.08,39.19,4.13,51.72,2.56,
1277.724 ,4.16,0.39,8.71,1.09,39.37,3.98,52.32,6.79,
1277.736 ,4.17,0.39,8.71,1.10,39.60,3.66,51.96,5.80,
1277.748 ,4.18,0.39,8.70,1.11,39.76,3.33,51.60,5.11,
1277.760 ,4.19,0.40,8.69,1.11,39.79,3.17,52.06,3.01,
1277.772 ,4.20,0.40,8.68,1.12,39.74,3.12,51.35,3.23,
1277.784 ,4.21,0.40,8.68,1.12,39.61,3.33,51.31,3.28,
1277.796 ,4.22,0.40,8.67,1.12,39.44,3.63,51.42,3.64,
1277.808 ,4.23,0.40,8.67,1.13,39.29,3.68,50.59,2.21,
1277.820 ,4.24,0.40,8.66,1.13,39.24,3.63,51.07,2.19,
1277.832 ,4.24,0.41,8.65,1.12,39.30,3.66,51.20,4.74,
1277.844 ,4.25,0.41,8.65,1.12,39.43,3.44,50.74,3.13,
1277.856 ,4.26,0.41,8.65,1.12,39.60,3.00,50.86,4.02,
1277.868 ,4.27,0.41,8.64,1.12,39.72,2.68,51.24,4.26,
1277.880 ,4.28,0.41,8.64,1.11,39.76,2.42,51.09,3.64,
1277.892 ,4.29,0.41,8.63,1.11,39.73,2.28,51.53,4.19,
1277.904 ,4.30,0.41,8.63,1.11,39.69,2.40,51.49,4.84,
1277.916 ,4.31,0.41,8.63,1.10,39.53,2.41,51.66,1.79,
1277.928 ,4.32,0.41,8.62,1.10,39.44,2.49,51.96,3.75,
1277.940 ,4.33,0.41,8.61,1.10,39.46,2.49,52.76,6.18,
1277.952 ,4.33,0.41,8.59,1.10,39.51,2.43,54.03,22.72,
1277.964 ,4.34,0.41,8.59,1.09,39.57,2.30,53.94,24.22,
1277.976 ,4.35,0.42,8.57,1.08,39.62,2.10,53.64,6.86,
1277.988 ,4.36,0.41,8.56,1.08,39.65,1.94,53.92,14.76,
1278.000 ,4.36,0.41,8.54,1.07,39.56,2.14,53.85,12.29,
1278.012 ,4.37,0.42,8.52,1.06,39.36,2.23,53.04,8.32,
1278.024 ,4.38,0.41,8.51,1.05,39.10,2.58,53.07,5.35,
1278.036 ,4.38,0.41,8.49,1.04,38.87,2.94,52.70,5.31,
1278.048 ,4.39,0.41,8.47,1.03,38.71,3.23,51.77,6.62,
1278.060 ,4.39,0.41,8.45,1.01,38.68,3.29,51.63,2.17,
1278.072 ,4.39,0.41,8.43,1.00,38.76,3.22,51.37,4.01,
1278.084 ,4.39,0.41,8.41,1.00,38.88,3.00,51.70,5.80,
1278.096 ,4.40,0.40,8.39,0.99,39.12,2.72,51.75,3.98,
1278.108 ,4.40,0.41,8.36,0.97,39.25,2.38,51.95,5.73,
1278.120 ,4.40,0.40,8.33,0.97,39.33,2.18,51.58,4.31,
1278.132 ,4.40,0.39,8.31,0.96,39.36,2.08,51.85,3.86,
1278.144 ,4.40,0.39,8.30,0.95,39.26,2.17,51.65,2.25,
1278.156 ,4.40,0.38,8.28,0.94,39.06,2.24,51.98,2.88,
1278.168 ,4.40,0.38,8.26,0.93,38.91,2.51,51.11,1.61,
1278.180 ,4.40,0.37,8.24,0.92,38.81,2.59,51.82,6.70,
1278.192 ,4.41,0.36,8.22,0.91,38.83,2.46,51.36,4.29,
1278.204 ,4.41,0.36,8.21,0.89,38.84,2.34,51.31,3.33,
1278.216 ,4.41,0.35,8.19,0.88,38.93,1.99,51.39,2.28,
1278.228 ,4.41,0.35,8.17,0.87,39.03,1.75,51.80,3.72,
1278.240 ,4.41,0.34,8.15,0.86,39.06,1.60,52.21,3.29,
1278.252 ,4.41,0.33,8.13,0.85,39.06,1.47,51.75,3.80,
1278.264 ,4.41,0.33,8.12,0.84,38.99,1.33,51.70,4.79,
1278.276 ,4.41,0.32,8.10,0.84,38.89,1.34,52.31,4.40,
1278.288 ,4.41,0.31,8.08,0.83,38.81,1.43,53.77,7.18,
1278.300 ,4.41,0.31,8.06,0.82,38.79,1.37,54.95,7.51,
1278.312 ,4.41,0.30,8.04,0.82,38.78,1.29,54.87,11.72,
1278.324 ,4.41,0.29,8.02,0.82,38.82,1.28,55.22,8.11,
1278.336 ,4.41,0.28,8.00,0.81,38.89,1.14,54.53,3.21,
1278.348 ,4.41,0.28,7.98,0.81,38.90,1.09,54.48,6.51,
1278.360 ,4.41,0.27,7.96,0.81,38.85,1.10,55.73,13.06,
1278.372 ,4.42,0.26,7.94,0.81,38.69,1.14,56.40,9.96,
1278.384 ,4.42,0.25,7.93,0.80,38.51,1.31,54.53,4.78,
1278.396 ,4.42,0.25,7.91,0.80,38.32,1.53,53.65,5.27,
1278.408 ,4.42,0.24,7.89,0.80,38.14,1.64,54.06,9.51,
1278.420 ,4.42,0.23,7.86,0.79,38.04,1.83,53.65,7.36,
1278.432 ,4.43,0.23,7.85,0.79,38.08,1.93,52.81,7.53,
1278.444 ,4.43,0.22,7.83,0.79,38.16,1.86,53.07,9.60,
1278.456 ,4.43,0.22,7.81,0.80,38.31,1.75,53.20,7.71,
1278.468 ,4.43,0.21,7.79,0.80,38.40,1.43,53.53,2.11,
1278.480 ,4.43,0.20,7.78,0.80,38.51,1.22,53.70,3.01,
1278.492 ,4.44,0.20,7.76,0.80,38.56,1.07,53.12,4.87,
1278.504 ,4.44,0.20,7.75,0.80,38.53,1.08,53.11,3.30,
1278.516 ,4.44,0.20,7.73,0.81,38.39,1.13,52.60,3.78,
1278.528 ,4.44,0.19,7.72,0.81,38.29,1.27,52.79,3.46,
1278.540 ,4.45,0.19,7.71,0.82,38.19,1.43,53.00,2.88,
1278.552 ,4.45,0.19,7.70,0.82,38.16,1.61,52.95,4.21,
1278.564 ,4.46,0.20,7.69,0.82,38.17,1.54,52.39,1.95,
1278.576 ,4.46,0.20,7.68,0.82,38.20,1.37,52.52,4.35,
1278.588 ,4.46,0.20,7.67,0.83,38.24,1.17,52.54,2.52,
1278.600 ,4.47,0.21,7.67,0.82,38.29,1.01,52.49,2.75,
1278.612 ,4.47,0.21,7.66,0.83,38.34,0.83,52.99,5.44,
1278.624 ,4.48,0.22,7.65,0.84,38.29,0.68,53.42,10.55,
1278.636 ,4.48,0.23,7.64,0.84,38.23,0.73,53.42,3.45,
1278.648 ,4.49,0.23,7.63,0.85,38.16,0.88,53.90,6.42,
1278.660 ,4.50,0.24,7.62,0.86,38.13,0.84,55.29,10.61,
1278.672 ,4.50,0.25,7.61,0.86,38.15,0.83,55.13,7.65,
1278.684 ,4.51,0.25,7.60,0.87,38.20,0.81,54.48,3.96,
1278.696 ,4.51,0.26,7.60,0.88,38.27,0.60,55.23,6.22,
1278.708 ,4.52,0.28,7.59,0.88,38.31,0.57,56.08,5.04,
1278.720 ,4.53,0.28,7.58,0.89,38.27,0.58,55.74,9.86,
1278.732 ,4.54,0.29,7.56,0.90,38.18,0.65,54.78,4.79,
1278.744 ,4.54,0.30,7.55,0.90,38.05,0.82,55.76,6.16,
1278.756 ,4.54,0.31,7.55,0.91,37.89,1.12,54.23,2.14,
1278.768 ,4.55,0.32,7.54,0.92,37.71,1.54,53.21,1.61,
1278.780 ,4.57,0.33,7.54,0.92,37.61,1.74,53.41,5.79,
1278.792 ,4.57,0.33,7.52,0.92,37.60,1.82,52.49,1.53,
1278.804 ,4.58,0.34,7.51,0.93,37.66,1.85,52.38,2.31,
1278.816 ,4.59,0.34,7.50,0.94,37.78,1.63,52.56,2.27,
1278.828 ,4.60,0.35,7.50,0.94,37.94,1.42,52.47,2.51,
1278.840 ,4.61,0.35,7.50,0.96,38.08,1.18,52.38,2.64,
1278.852 ,4.62,0.36,7.49,0.96,38.13,1.08,52.47,1.48,
1278.864 ,4.62,0.36,7.48,0.97,38.10,1.07,52.53,2.57,
1278.876 ,4.63,0.36,7.48,0.98,38.03,1.21,52.06,2.22,
1278.888 ,4.64,0.37,7.48,0.99,37.94,1.41,51.09,1.24,
1278.900 ,4.66,0.37,7.47,0.99,37.83,1.56,51.91,2.10,
1278.912 ,4.67,0.38,7.47,1.00,37.78,1.67,51.95,2.26,
1278.924 ,4.68,0.38,7.47,1.00,37.78,1.66,51.42,4.83,
1278.936 ,4.69,0.38,7.47,1.01,37.85,1.55,51.67,3.11,
1278.948 ,4.70,0.39,7.47,1.02,37.93,1.39,51.72,4.91,
1278.960 ,4.71,0.39,7.47,1.02,38.00,1.15,51.08,4.74,
1278.972 ,4.73,0.39,7.46,1.02,38.03,1.01,51.56,5.72,
1278.984 ,4.74,0.39,7.45,1.03,37.98,0.94,52.38,5.98,
1278.996 ,4.75,0.39,7.45,1.03,37.96,0.94,52.40,3.97,
1279.008 ,4.76,0.39,7.45,1.04,37.89,1.01,52.72,2.89,
1279.020 ,4.78,0.39,7.44,1.04,37.84,1.02,53.27,6.38,
1279.032 ,4.79,0.39,7.42,1.05,37.84,1.03,54.11,11.62,
1279.044 ,4.80,0.39,7.42,1.05,37.88,0.95,54.96,6.85,
1279.056 ,4.81,0.39,7.41,1.05,37.98,0.79,54.18,15.52,
1279.068 ,4.82,0.39,7.41,1.05,38.04,0.78,53.74,3.69,
1279.080 ,4.83,0.39,7.39,1.06,38.05,0.85,53.45,2.32,
1279.092 ,4.84,0.39,7.38,1.06,38.01,0.76,53.62,3.66,
1279.104 ,4.85,0.39,7.37,1.05,37.87,0.85,54.16,4.01,
1279.116 ,4.86,0.39,7.36,1.06,37.69,1.03,53.68,3.78,
1279.128 ,4.87,0.38,7.36,1.05,37.51,1.29,52.93,2.16,
1279.140 ,4.88,0.38,7.34,1.06,37.35,1.59,52.60,4.07,
1279.152 ,4.88,0.38,7.33,1.05,37.30,1.78,52.13,2.23,
1279.164 ,4.89,0.38,7.33,1.04,37.36,1.78,52.48,4.21,
1279.176 ,4.91,0.37,7.32,1.04,37.44,1.73,52.82,6.57,
1279.188 ,4.91,0.38,7.31,1.04,37.58,1.47,52.35,3.33,
1279.200 ,4.92,0.37,7.29,1.03,37.74,1.21,52.20,2.45,
1279.212 ,4.92,0.37,7.28,1.03,37.84,1.09,52.20,2.33,
1279.224 ,4.93,0.37,7.27,1.02,37.88,1.08,51.98,3.79,
1279.236 ,4.94,0.36,7.26,1.02,37.84,1.15,52.27,3.14,
1279.248 ,4.95,0.36,7.25,1.01,37.73,1.18,52.21,2.42,
1279.260 ,4.95,0.36,7.24,1.00,37.60,1.34,51.46,1.70,
1279.272 ,4.96,0.35,7.22,0.99,37.51,1.52,51.45,4.05,
1279.284 ,4.97,0.36,7.21,0.97,37.47,1.56,51.67,5.63,
1279.296 ,4.97,0.35,7.21,0.96,37.49,1.44,51.46,3.30,
1279.308 ,4.98,0.35,7.19,0.96,37.53,1.31,51.04,2.81,
1279.320 ,4.99,0.35,7.17,0.94,37.57,1.13,51.30,1.63,
1279.332 ,4.99,0.34,7.16,0.93,37.63,0.96,51.27,2.06,
1279.344 ,5.00,0.35,7.15,0.92,37.63,0.93,51.36,1.49,
1279.356 ,5.00,0.34,7.13,0.91,37.59,0.92,52.44,2.65,
1279.368 ,5.01,0.34,7.11,0.90,37.54,0.86,52.33,4.46,
1279.380 ,5.01,0.34,7.09,0.89,37.43,0.89,53.95,6.82,
1279.392 ,5.02,0.33,7.08,0.88,37.39,0.87,53.36,3.44,
1279.404 ,5.03,0.33,7.06,0.87,37.43,0.85,54.91,7.68,
1279.416 ,5.04,0.33,7.05,0.86,37.46,0.91,55.13,13.73,
1279.428 ,5.04,0.32,7.03,0.85,37.51,0.94,55.52,19.56,
1279.440 ,5.05,0.32,7.01,0.84,37.56,1.03,55.04,2.48,
1279.452 ,5.05,0.31,7.00,0.83,37.55,1.05,56.28,5.79,
1279.464 ,5.06,0.30,6.98,0.83,37.45,1.05,56.15,7.41,
1279.476 ,5.07,0.30,6.97,0.82,37.30,0.90,55.35,2.52,
1279.488 ,5.07,0.29,6.95,0.81,37.13,0.83,54.30,7.24,
1279.500 ,5.07,0.29,6.94,0.81,36.95,0.93,54.47,4.43,
1279.512 ,5.08,0.28,6.93,0.80,36.84,1.00,54.30,6.39,
1279.524 ,5.08,0.28,6.91,0.79,36.78,1.10,52.86,5.28,
1279.536 ,5.08,0.27,6.90,0.79,36.85,1.05,52.78,2.29,
1279.548 ,5.08,0.27,6.88,0.78,36.94,0.96,53.16,2.29,
1279.560 ,5.09,0.25,6.87,0.78,37.03,0.84,53.48,1.75,
1279.572 ,5.09,0.25,6.86,0.78,37.12,0.82,53.16,3.75,
1279.584 ,5.10,0.25,6.85,0.77,37.23,0.76,53.23,2.28,
1279.596 ,5.10,0.23,6.83,0.78,37.19,0.83,53.74,1.90,
1279.608 ,5.10,0.23,6.82,0.77,37.11,0.82,53.23,1.21,
1279.620 ,5.10,0.22,6.81,0.77,37.03,0.86,52.92,2.52,
1279.632 ,5.11,0.22,6.79,0.77,36.92,0.91,52.19,3.33,
1279.644 ,5.11,0.21,6.77,0.76,36.86,0.87,52.23,4.27,
1279.656 ,5.11,0.20,6.76,0.76,36.85,0.88,52.99,3.13,
1279.668 ,5.11,0.20,6.75,0.76,36.85,0.87,52.73,2.54,
1279.680 ,5.12,0.20,6.74,0.75,36.89,0.75,52.73,2.72,
1279.692 ,5.12,0.19,6.72,0.75,36.90,0.73,52.50,4.06,
1279.704 ,5.13,0.19,6.71,0.75,36.89,0.74,52.68,4.22,
1279.716 ,5.13,0.19,6.70,0.75,36.87,0.76,53.81,10.75,
1279.728 ,5.13,0.18,6.68,0.76,36.82,0.73,53.72,3.13,
1279.740 ,5.14,0.19,6.67,0.76,36.74,0.71,54.47,4.49,
1279.752 ,5.14,0.19,6.65,0.75,36.72,0.69,53.87,3.39,
1279.764 ,5.14,0.19,6.63,0.76,36.71,0.70,55.57,5.58,
1279.776 ,5.14,0.19,6.62,0.77,36.76,0.72,56.33,10.17,
1279.788 ,5.15,0.20,6.62,0.77,36.80,0.77,55.46,3.21,
1279.800 ,5.16,0.20,6.61,0.77,36.88,0.86,55.46,3.51,
1279.812 ,5.16,0.20,6.59,0.78,36.88,0.95,58.48,7.00,
1279.824 ,5.17,0.21,6.58,0.78,36.84,0.95,55.40,6.37,
1279.836 ,5.17,0.21,6.58,0.79,36.76,0.70,56.67,4.15,
1279.848 ,5.18,0.22,6.57,0.79,36.62,0.53,55.09,12.19,
1279.860 ,5.18,0.23,6.56,0.79,36.46,0.41,54.35,5.16,
1279.872 ,5.19,0.23,6.55,0.80,36.33,0.62,54.55,6.68,
1279.884 ,5.19,0.24,6.55,0.81,36.29,0.75,54.19,9.10,
1279.896 ,5.20,0.25,6.54,0.81,36.28,0.80,53.90,3.02,
1279.908 ,5.21,0.25,6.54,0.82,36.37,0.74,52.95,2.60,
1279.920 ,5.22,0.26,6.53,0.83,36.48,0.69,52.92,2.80,
1279.932 ,5.23,0.26,6.53,0.83,36.57,0.56,52.23,10.58,
1279.944 ,5.23,0.27,6.52,0.85,36.64,0.48,53.13,4.65,
1279.956 ,5.24,0.28,6.52,0.86,36.69,0.49,52.61,3.11,
1279.968 ,5.25,0.29,6.51,0.86,36.65,0.48,53.02,4.15,
1279.980 ,5.26,0.29,6.50,0.86,36.59,0.51,52.82,7.83,
1279.992 ,5.27,0.30,6.50,0.87,36.52,0.59,51.87,5.28,
1280.004 ,5.28,0.31,6.49,0.87,36.47,0.73,52.05,2.18,
1280.016 ,5.29,0.32,6.48,0.88,36.43,0.83,51.91,2.87,
1280.028 ,5.30,0.33,6.48,0.88,36.44,0.80,51.54,3.48,
1280.040 ,5.31,0.33,6.47,0.89,36.47,0.75,51.82,3.31,
1280.052 ,5.32,0.34,6.47,0.90,36.52,0.65,52.21,3.05,
1280.064 ,5.33,0.35,6.47,0.90,36.54,0.53,52.27,3.27,
1280.076 ,5.34,0.35,6.46,0.91,36.52,0.42,52.77,4.15,
1280.088 ,5.35,0.35,6.46,0.91,36.50,0.42,52.84,2.01,
1280.100 ,5.36,0.36,6.45,0.92,36.44,0.47,53.53,5.44,
1280.112 ,5.37,0.37,6.44,0.93,36.39,0.48,54.21,11.80,
1280.124 ,5.38,0.37,6.44,0.93,36.40,0.45,55.17,4.49,
1280.136 ,5.39,0.37,6.44,0.94,36.44,0.42,55.56,9.12,
1280.148 ,5.40,0.38,6.44,0.95,36.50,0.47,55.46,6.50,
1280.160 ,5.41,0.39,6.44,0.95,36.55,0.50,56.34,9.32,
1280.172 ,5.42,0.39,6.43,0.96,36.64,0.52,55.53,2.27,
1280.184 ,5.43,0.39,6.43,0.97,36.65,0.53,55.11,4.02,
1280.196 ,5.45,0.39,6.43,0.97,36.59,0.50,54.75,0.91,
1280.208 ,5.46,0.40,6.42,0.98,36.46,0.46,54.30,1.61,
1280.220 ,5.47,0.40,6.42,0.98,36.30,0.59,55.37,19.49,
1280.232 ,5.48,0.40,6.42,0.99,36.16,0.81,53.59,4.55,
1280.244 ,5.49,0.39,6.41,1.00,36.06,1.06,53.31,4.26,
1280.256 ,5.50,0.40,6.41,1.00,36.05,1.21,52.54,4.09,
1280.268 ,5.51,0.40,6.41,1.00,36.09,1.22,52.75,5.76,
1280.280 ,5.52,0.39,6.40,1.00,36.19,1.07,51.97,2.97,
1280.292 ,5.53,0.39,6.39,1.00,36.28,0.92,52.31,7.13,
1280.304 ,5.55,0.39,6.38,1.00,36.40,0.73,52.42,6.44,
1280.316 ,5.56,0.39,6.38,1.00,36.46,0.66,52.39,3.28,
1280.328 ,5.57,0.39,6.37,1.00,36.46,0.70,52.03,2.79,
1280.340 ,5.58,0.39,6.36,1.00,36.43,0.71,52.58,3.29,
1280.352 ,5.59,0.39,6.35,1.00,36.35,0.78,51.73,2.23,
1280.364 ,5.61,0.38,6.34,0.99,36.27,1.00,51.61,1.14,
1280.376 ,5.62,0.38,6.33,0.99,36.23,1.14,51.23,2.15,
1280.388 ,5.63,0.37,6.32,0.98,36.25,1.12,51.82,3.89,
1280.400 ,5.64,0.37,6.31,0.98,36.26,1.01,51.94,3.74,
1280.412 ,5.65,0.37,6.29,0.97,36.29,0.93,51.93,2.90,
1280.424 ,5.66,0.36,6.29,0.96,36.33,0.77,52.21,2.14,
1280.436 ,5.68,0.35,6.28,0.97,36.31,0.65,52.37,3.94,
1280.448 ,5.69,0.35,6.27,0.96,36.28,0.63,53.05,2.61,
1280.460 ,5.70,0.35,6.26,0.95,36.22,0.61,53.77,2.48,
1280.472 ,5.71,0.34,6.25,0.95,36.15,0.66,53.88,4.75,
1280.484 ,5.72,0.34,6.24,0.94,36.15,0.61,54.70,5.16,
1280.496 ,5.73,0.34,6.23,0.93,36.16,0.63,56.07,7.89,
1280.508 ,5.74,0.33,6.22,0.93,36.19,0.59,55.54,13.36,
1280.520 ,5.75,0.33,6.21,0.92,36.24,0.57,55.51,11.99,
1280.532 ,5.76,0.33,6.20,0.91,36.33,0.61,56.33,14.02,
1280.544 ,5.77,0.32,6.19,0.91,36.36,0.76,57.15,29.49,
1280.556 ,5.78,0.32,6.18,0.90,36.34,0.82,56.09,9.41,
1280.568 ,5.79,0.32,6.17,0.89,36.24,0.71,55.70,6.31,
1280.580 ,5.80,0.31,6.16,0.88,36.08,0.57,55.28,6.18,
1280.592 ,5.81,0.31,6.14,0.87,35.90,0.58,54.72,3.77,
1280.604 ,5.81,0.30,6.14,0.86,35.78,0.75,54.11,1.79,
1280.616 ,5.82,0.29,6.13,0.86,35.71,0.94,53.60,2.88,
1280.628 ,5.83,0.29,6.12,0.84,35.70,0.94,54.43,4.92,
1280.640 ,5.83,0.29,6.10,0.83,35.73,0.95,53.92,5.94,
1280.652 ,5.84,0.28,6.08,0.83,35.81,0.81,54.28,5.46,
1280.664 ,5.85,0.28,6.07,0.82,35.94,0.64,53.37,4.92,
1280.676 ,5.85,0.27,6.05,0.81,35.98,0.58,53.51,5.82,
1280.688 ,5.85,0.27,6.03,0.80,36.01,0.59,53.65,2.28,
1280.700 ,5.86,0.26,6.02,0.79,35.97,0.65,53.34,2.15,
1280.712 ,5.87,0.26,6.00,0.78,35.94,0.57,53.65,6.36,
1280.724 ,5.87,0.25,5.99,0.77,35.83,0.66,53.74,3.56,
1280.736 ,5.88,0.24,5.97,0.77,35.78,0.76,52.67,2.18,
1280.748 ,5.88,0.24,5.95,0.75,35.73,0.88,52.46,3.21,
1280.760 ,5.88,0.23,5.94,0.74,35.73,0.87,52.39,4.61,
1280.772 ,5.89,0.23,5.92,0.74,35.74,0.81,52.84,4.49,
1280.784 ,5.90,0.23,5.91,0.73,35.75,0.74,52.59,3.37,
1280.796 ,5.90,0.22,5.89,0.73,35.76,0.62,52.89,1.47,
1280.808 ,5.91,0.21,5.88,0.72,35.73,0.59,53.83,2.29,
1280.820 ,5.91,0.21,5.87,0.71,35.70,0.54,53.84,5.01,
1280.832 ,5.92,0.21,5.86,0.71,35.64,0.50,54.61,3.74,
1280.844 ,5.93,0.20,5.85,0.71,35.59,0.50,54.79,1.67,
1280.856 ,5.93,0.20,5.83,0.70,35.56,0.55,55.55,17.57,
1280.868 ,5.93,0.20,5.82,0.70,35.57,0.51,55.23,5.34,
1280.880 ,5.94,0.19,5.82,0.70,35.63,0.54,56.70,9.57,
1280.892 ,5.95,0.19,5.80,0.70,35.70,0.60,57.26,6.79,
1280.904 ,5.95,0.19,5.79,0.70,35.72,0.74,56.29,5.81,
1280.916 ,5.96,0.19,5.78,0.70,35.72,0.79,56.71,11.18,
1280.928 ,5.96,0.19,5.77,0.70,35.66,0.75,57.49,3.74,
1280.940 ,5.97,0.19,5.76,0.69,35.56,0.62,55.85,8.85,
1280.952 ,5.97,0.19,5.75,0.70,35.41,0.47,55.07,5.93,
1280.964 ,5.98,0.19,5.74,0.70,35.26,0.45,55.30,4.56,
1280.976 ,5.98,0.19,5.73,0.70,35.15,0.59,54.61,4.45,
1280.988 ,5.99,0.19,5.72,0.70,35.12,0.73,54.81,11.19,
1281.000 ,5.99,0.20,5.71,0.70,35.11,0.73,54.65,5.41,
1281.012 ,6.00,0.20,5.70,0.70,35.14,0.70,53.51,3.31,
1281.024 ,6.00,0.20,5.69,0.71,35.22,0.61,54.28,7.07,
1281.036 ,6.01,0.20,5.67,0.71,35.28,0.50,54.43,5.99,
1281.048 ,6.01,0.21,5.67,0.71,35.34,0.41,53.90,7.56,
1281.060 ,6.02,0.21,5.66,0.72,35.36,0.38,53.49,6.19,
1281.072 ,6.03,0.22,5.65,0.72,35.33,0.41,54.29,9.89,
1281.084 ,6.03,0.22,5.64,0.72,35.27,0.47,53.16,3.67,
1281.096 ,6.04,0.23,5.63,0.73,35.23,0.53,52.50,3.46,
1281.108 ,6.04,0.24,5.62,0.73,35.20,0.64,52.27,5.74,
1281.120 ,6.05,0.24,5.62,0.73,35.19,0.70,52.67,3.95,
1281.132 ,6.06,0.25,5.61,0.74,35.19,0.74,52.43,4.54,
1281.144 ,6.06,0.26,5.60,0.74,35.19,0.67,52.46,6.19,
1281.156 ,6.07,0.27,5.59,0.75,35.19,0.59,53.26,10.11,
1281.168 ,6.08,0.28,5.59,0.75,35.19,0.53,53.10,4.14,
1281.180 ,6.09,0.28,5.59,0.76,35.15,0.56,53.80,6.02,
1281.192 ,6.10,0.29,5.59,0.76,35.11,0.53,55.01,8.15,
1281.204 ,6.11,0.30,5.58,0.77,35.08,0.52,54.29,2.30,
1281.216 ,6.12,0.31,5.58,0.77,35.04,0.53,54.93,9.48,
1281.228 ,6.13,0.31,5.58,0.78,35.07,0.49,55.66,3.12,
1281.240 ,6.14,0.33,5.58,0.79,35.12,0.44,56.61,8.44,
1281.252 ,6.15,0.33,5.58,0.79,35.19,0.36,56.36,3.71,
1281.264 ,6.16,0.34,5.57,0.80,35.25,0.36,55.29,3.83,
1281.276 ,6.17,0.34,5.57,0.81,35.30,0.37,58.18,4.56,
1281.288 ,6.18,0.35,5.56,0.82,35.28,0.36,57.42,12.53,
1281.300 ,6.19,0.36,5.56,0.83,35.21,0.35,56.78,4.68,
1281.312 ,6.20,0.36,5.55,0.83,35.10,0.31,56.45,3.74,
1281.324 ,6.21,0.36,5.55,0.84,34.95,0.51,57.95,6.83,
1281.336 ,6.23,0.37,5.54,0.85,34.82,0.79,54.94,6.37,
1281.348 ,6.24,0.38,5.54,0.85,34.76,0.99,54.02,5.76,
1281.360 ,6.25,0.38,5.53,0.86,34.74,1.12,54.23,7.08,
1281.372 ,6.26,0.39,5.52,0.86,34.77,1.10,53.77,6.49,
1281.384 ,6.27,0.39,5.51,0.87,34.85,0.99,53.52,5.07,
1281.396 ,6.28,0.40,5.50,0.87,34.95,0.88,52.84,3.11,
1281.408 ,6.29,0.40,5.50,0.87,35.01,0.74,53.17,9.61,
1281.420 ,6.30,0.40,5.50,0.88,35.05,0.67,53.90,12.61,
1281.432 ,6.31,0.41,5.49,0.89,35.05,0.68,53.24,3.43,
1281.444 ,6.33,0.41,5.49,0.89,35.01,0.82,53.10,6.77,
1281.456 ,6.34,0.41,5.48,0.89,34.98,0.96,52.39,3.00,
1281.468 ,6.35,0.41,5.47,0.89,34.93,1.13,52.41,4.16,
1281.480 ,6.36,0.41,5.47,0.89,34.91,1.24,52.19,6.03,
1281.492 ,6.37,0.41,5.47,0.90,34.93,1.27,51.97,2.23,
1281.504 ,6.38,0.41,5.47,0.90,34.96,1.25,52.12,3.54,
1281.516 ,6.40,0.41,5.47,0.90,34.99,1.15,52.48,4.67,
1281.528 ,6.41,0.41,5.46,0.91,35.00,1.07,52.55,3.30,
1281.540 ,6.42,0.41,5.46,0.90,34.99,1.00,54.77,3.43,
1281.552 ,6.43,0.40,5.46,0.91,34.93,0.98,54.64,2.35,
1281.564 ,6.45,0.40,5.46,0.91,34.90,0.97,55.39,4.58,
1281.576 ,6.46,0.40,5.46,0.91,34.85,0.97,54.68,1.01,
1281.588 ,6.48,0.40,5.46,0.91,34.84,0.96,56.20,1.94,
1281.600 ,6.49,0.40,5.45,0.90,34.86,0.91,56.10,1.06,
1281.612 ,6.50,0.39,5.45,0.90,34.91,0.80,56.00,1.27,
1281.624 ,6.51,0.39,5.44,0.91,34.99,0.65,55.95,3.20,
1281.636 ,6.53,0.39,5.43,0.90,35.04,0.53,55.97,4.81,
1281.648 ,6.54,0.38,5.42,0.89,35.09,0.42,57.64,8.12,
1281.660 ,6.55,0.38,5.42,0.89,35.06,0.43,58.90,4.74,
1281.672 ,6.57,0.37,5.41,0.89,34.97,0.48,57.23,7.97,
